"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"FDP23",6.71,"Low Fat",0.035731825,"Breads",218.3166,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5660.6316
"FDP24",12.857645184136201,"Low Fat",0.082602127,"Baking Goods",120.9756,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3877.6192
"FDP24",20.6,"Low Fat",0.082935004,"Baking Goods",119.5756,"OUT013",1987,"High","Tier 3","Supermarket Type1",2665.8632
"FDP24",20.6,"Low Fat",0.083004078,"Baking Goods",119.4756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1090.5804
"FDP24",20.6,"Low Fat",0.083172413,"Baking Goods",121.0756,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1696.4584
"FDP24",20.6,"Low Fat",0.083473583,"Baking Goods",120.8756,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1211.756
"FDP24",20.6,"Low Fat",0.13893181,"Baking Goods",119.5756,"OUT010",1998,"Medium","Tier 3","Grocery Store",121.1756
"FDP25",15.2,"Low Fat",0.021203509,"Canned",216.3824,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6114.7072
"FDP25",15.2,"Low Fat",0.021207519,"Canned",219.4824,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1747.0592
"FDP25",15.2,"Low Fat",0.021240491,"Canned",216.9824,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4804.4128
"FDP25",15.2,"Low Fat",0.021250528,"Canned",216.5824,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",5241.1776
"FDP25",15.2,"Low Fat",0.021293909,"Canned",218.4824,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1528.6768
"FDP25",15.2,"Low Fat",0.021327477,"Canned",216.8824,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2838.9712
"FDP25",15.2,"Low Fat",0.035497039,"Canned",216.7824,"OUT010",1998,"Small","Tier 3","Grocery Store",436.7648
"FDP26",7.785,"Low Fat",0.139436695,"Dairy",103.0306,"OUT013",1987,"High","Tier 3","Supermarket Type1",2404.2038
"FDP26",7.785,"Low Fat",0.139552827,"Dairy",105.6306,"OUT046",1997,"Small","Tier 1","Supermarket Type1",418.1224
"FDP26",7.785,"Low Fat",0.140121306,"Dairy",102.5306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.8978
"FDP26",7.785,"Low Fat",0.140342195,"Dairy",105.6306,"OUT017",2007,"Small","Tier 2","Supermarket Type1",627.1836
"FDP27",12.857645184136201,"Low Fat",0.118872194,"Meat",188.353,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5313.084
"FDP27",8.155,"Low Fat",0.119428052,"Meat",190.853,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2466.789
"FDP27",8.155,"Low Fat",0.119692888,"Meat",188.453,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4364.319
"FDP27",8.155,"Low Fat",0.119937231,"Meat",189.153,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2087.283
"FDP27",8.155,"Low Fat",0.199935881,"Meat",188.453,"OUT010",1998,"Small","Tier 3","Grocery Store",379.506
"FDP27",12.857645184136201,"Low Fat",0.20914265,"Meat",190.953,"OUT019",1985,"Small","Tier 1","Grocery Store",379.506
"FDP28",13.65,"Regular",0.080573371,"Frozen Foods",260.1936,"OUT013",1987,"High","Tier 3","Supermarket Type1",3914.904
"FDP28",13.65,"Regular",0.08062523,"Frozen Foods",259.6936,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2087.9488
"FDP28",13.65,"Regular",0.080640478,"Frozen Foods",262.6936,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4175.8976
"FDP28",13.65,"Regular",0.080765853,"Frozen Foods",262.8936,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4958.8784
"FDP28",13.65,"Regular",0.080804019,"Frozen Foods",261.1936,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2348.9424
"FDP28",13.65,"Regular",0.081096613,"Frozen Foods",261.2936,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3131.9232
"FDP28",13.65,"Regular",0.134975628,"Frozen Foods",260.0936,"OUT010",1998,"Medium","Tier 3","Grocery Store",260.9936
"FDP31",12.857645184136201,"Regular",0.160722863,"Fruits and Vegetables",65.7168,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2237.088
"FDP31",21.1,"Regular",0.161474419,"Fruits and Vegetables",62.9168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1086.5856
"FDP31",21.1,"Regular",0.161504957,"Fruits and Vegetables",65.0168,"OUT046",1997,"Small","Tier 1","Supermarket Type1",639.168
"FDP31",21.1,"Regular",0.16216286,"Fruits and Vegetables",62.2168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",383.5008
"FDP32",6.65,"Low Fat",0.087652908,"Fruits and Vegetables",128.8678,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1398.8458
"FDP32",6.65,"Low Fat",0.087805788,"Fruits and Vegetables",126.7678,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1907.517
"FDP32",6.65,"Low Fat",0.08816538,"Fruits and Vegetables",126.8678,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1780.3492
"FDP33",18.7,"Low Fat",0,"Snack Foods",256.6672,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3068.0064
"FDP33",18.7,"Low Fat",0.089197963,"Snack Foods",257.3672,"OUT013",1987,"High","Tier 3","Supermarket Type1",2045.3376
"FDP33",18.7,"Low Fat",0.089272253,"Snack Foods",254.7672,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5113.344
"FDP33",18.7,"LF",0.089777214,"Snack Foods",256.4672,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5369.0112
"FDP33",12.857645184136201,"Low Fat",0.156304192,"Snack Foods",256.3672,"OUT019",1985,"Small","Tier 1","Grocery Store",255.6672
"FDP34",12.85,"Low Fat",0,"Snack Foods",155.463,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4068.038
"FDP34",12.85,"Low Fat",0.137227848,"Snack Foods",155.563,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4224.501
"FDP34",12.85,"Low Fat",0.137441201,"Snack Foods",157.663,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2659.871
"FDP34",12.85,"LF",0.137786856,"Snack Foods",157.763,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2659.871
"FDP34",12.857645184136201,"Low Fat",0.240268248,"Snack Foods",156.463,"OUT019",1985,"Small","Tier 1","Grocery Store",312.926
"FDP37",15.6,"Low Fat",0.142986863,"Breakfast",130.3994,"OUT013",1987,"High","Tier 3","Supermarket Type1",2826.9868
"FDP37",15.6,"Low Fat",0.143915417,"Breakfast",127.5994,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2441.4886
"FDP38",10.1,"Low Fat",0.032075379,"Canned",50.9008,"OUT013",1987,"High","Tier 3","Supermarket Type1",354.2056
"FDP38",10.1,"Low Fat",0.053732324,"Canned",49.8008,"OUT010",1998,"Medium","Tier 3","Grocery Store",303.6048
"FDP39",12.857645184136201,"Low Fat",0.06908877,"Meat",52.3324,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1298.31
"FDP39",12.65,"Low Fat",0.069532901,"Meat",51.8324,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1090.5804
"FDP39",12.65,"Low Fat",0.069707771,"Meat",51.0324,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",727.0536
"FDP39",12.65,"Low Fat",0.116203156,"Meat",53.5324,"OUT010",1998,"Small","Tier 3","Grocery Store",415.4592
"FDP39",12.857645184136201,"Low Fat",0.121554149,"Meat",53.7324,"OUT019",1985,"Small","Tier 1","Grocery Store",311.5944
"FDP40",4.555,"Regular",0.034328578,"Frozen Foods",110.1544,"OUT013",1987,"High","Tier 3","Supermarket Type1",1230.3984
"FDP40",4.555,"Regular",0.034357169,"Frozen Foods",112.6544,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2684.5056
"FDP40",4.555,"Regular",0.034410585,"Frozen Foods",111.3544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528
"FDP40",12.857645184136201,"Regular",0.060154968,"Frozen Foods",110.1544,"OUT019",1985,"Small","Tier 1","Grocery Store",111.8544
"FDP44",16.5,"Regular",0.079698503,"Fruits and Vegetables",100.6332,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1537.998
"FDP44",16.5,"Regular",0.079837509,"Fruits and Vegetables",102.1332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1743.0644
"FDP44",16.5,"Regular",0.079875237,"Fruits and Vegetables",102.7332,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1537.998
"FDP44",16.5,"Regular",0.133424184,"Fruits and Vegetables",102.2332,"OUT010",1998,"Medium","Tier 3","Grocery Store",102.5332
"FDP45",12.857645184136201,"Regular",0.030476541,"Snack Foods",252.2724,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5033.448
"FDP45",15.7,"Regular",0.030624844,"Snack Foods",252.2724,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1258.362
"FDP45",15.7,"Regular",0.030672457,"Snack Foods",253.1724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5285.1204
"FDP45",15.7,"Regular",0.030686952,"Snack Foods",253.4724,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1510.0344
"FDP45",15.7,"Regular",0.03079807,"Snack Foods",252.9724,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3020.0688
"FDP46",15.35,"Low Fat",0,"Snack Foods",88.283,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1797.66
"FDP46",15.35,"Low Fat",0.074553522,"Snack Foods",91.883,"OUT013",1987,"High","Tier 3","Supermarket Type1",2606.607
"FDP46",15.35,"Low Fat",0.074601506,"Snack Foods",90.983,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1348.245
"FDP48",12.857645184136201,"Regular",0.043810028,"Baking Goods",181.395,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6042.135
"FDP48",7.52,"Regular",0.044091657,"Baking Goods",182.995,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3844.995
"FDP48",7.52,"Regular",0.044202545,"Baking Goods",182.995,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4394.28
"FDP49",9,"Regular",0,"Breakfast",55.2614,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",552.614
"FDP49",12.857645184136201,"Regular",0.068754395,"Breakfast",54.5614,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1713.1034
"FDP49",9,"Regular",0.069031467,"Breakfast",55.0614,"OUT013",1987,"High","Tier 3","Supermarket Type1",442.0912
"FDP49",9,"Regular",0.069229076,"Breakfast",55.9614,"OUT045",2002,"Small","Tier 2","Supermarket Type1",386.8298
"FDP49",12.857645184136201,"Regular",0.120965853,"Breakfast",55.8614,"OUT019",1985,"Small","Tier 1","Grocery Store",110.5228
"FDP51",13.85,"Regular",0.085622362,"Meat",119.4124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2251.7356
"FDP51",12.857645184136201,"Regular",0.149305497,"Meat",119.6124,"OUT019",1985,"Small","Tier 1","Grocery Store",592.562
"FDP52",18.7,"Regular",0,"Frozen Foods",229.201,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3215.814
"FDP52",12.857645184136201,"Regular",0.070349402,"Frozen Foods",228.601,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7350.432
"FDP52",18.7,"reg",0.070691729,"Frozen Foods",230.201,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5742.525
"FDP52",18.7,"Regular",0.070979698,"Frozen Foods",229.501,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1607.907
"FDP52",18.7,"Regular",0.071091591,"Frozen Foods",228.601,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4823.721
"FDP56",12.857645184136201,"Low Fat",0.046259036,"Fruits and Vegetables",47.4692,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1576.6144
"FDP56",8.185,"low fat",0.046578409,"Fruits and Vegetables",48.6692,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1182.4608
"FDP56",8.185,"Low Fat",0.046673494,"Fruits and Vegetables",48.4692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",591.2304
"FDP56",8.185,"Low Fat",0.046747071,"Fruits and Vegetables",49.9692,"OUT017",2007,"Small","Tier 2","Supermarket Type1",837.5764
"FDP57",17.5,"Low Fat",0,"Snack Foods",102.999,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2992.771
"FDP57",17.5,"low fat",0.052434201,"Snack Foods",103.999,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1857.582
"FDP57",17.5,"Low Fat",0.052657753,"Snack Foods",103.699,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1031.99
"FDP57",17.5,"Low Fat",0.052740763,"Snack Foods",103.799,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1135.189
"FDP58",12.857645184136201,"Low Fat",0.236616754,"Snack Foods",217.6482,"OUT019",1985,"Small","Tier 1","Grocery Store",219.0482
"FDP59",12.857645184136201,"Regular",0.056192276,"Breads",103.1648,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1973.4312
"FDP59",20.85,"Regular",0.056465714,"Breads",103.6648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2285.0256
"FDP59",20.85,"Regular",0.056580228,"Breads",105.6648,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",623.1888
"FDP59",20.85,"Regular",0.056695731,"Breads",104.0648,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664
"FDP59",20.85,"Regular",0.094512029,"Breads",104.5648,"OUT010",1998,"Small","Tier 3","Grocery Store",207.7296
"FDP60",17.35,"Low Fat",0,"Baking Goods",102.9016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1922.8304
"FDP60",12.857645184136201,"Low Fat",0.055648052,"Baking Goods",100.3016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2833.6448
"FDP60",17.35,"Low Fat",0.055908268,"Baking Goods",99.8016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",607.2096
"FDP60",17.35,"Low Fat",0.056005781,"Baking Goods",99.2016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1518.024
"FDP60",17.35,"Low Fat",0.056032247,"Baking Goods",102.3016,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1619.2256
"FDQ01",19.7,"Regular",0.160671255,"Canned",254.7014,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3570.0196
"FDQ01",19.7,"Regular",0.160951491,"Canned",256.1014,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3060.0168
"FDQ01",19.7,"Regular",0.16102755,"Canned",254.1014,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4845.0266
"FDQ01",19.7,"Regular",0.161356273,"Canned",253.1014,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2805.0154
"FDQ03",15,"Regular",0.077949334,"Meat",238.7248,"OUT013",1987,"High","Tier 3","Supermarket Type1",2133.2232
"FDQ03",15,"Regular",0.077999504,"Meat",238.0248,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1896.1984
"FDQ04",6.4,"Low Fat",0.084885375,"Frozen Foods",39.2796,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",701.7532
"FDQ04",12.857645184136201,"Low Fat",0.148392623,"Frozen Foods",41.5796,"OUT019",1985,"Small","Tier 1","Grocery Store",41.2796
"FDQ07",15.1,"Regular",0.087542757,"Fruits and Vegetables",219.8456,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6189.2768
"FDQ07",15.1,"Regular",0.087762922,"Fruits and Vegetables",221.5456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2873.5928
"FDQ08",12.857645184136201,"Regular",0.018838681,"Fruits and Vegetables",62.9536,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2266.3832
"FDQ08",15.7,"Regular",0.018926773,"Fruits and Vegetables",60.2536,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1163.8184
"FDQ08",15.7,"Regular",0.018968743,"Fruits and Vegetables",61.9536,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1225.072
"FDQ08",15.7,"Regular",0.01903743,"Fruits and Vegetables",60.5536,"OUT017",2007,"Small","Tier 2","Supermarket Type1",490.0288
"FDQ08",15.7,"Regular",0.031685529,"Fruits and Vegetables",63.1536,"OUT010",1998,"Small","Tier 3","Grocery Store",122.5072
"FDQ08",12.857645184136201,"Regular",0.033144603,"Fruits and Vegetables",62.7536,"OUT019",1985,"Small","Tier 1","Grocery Store",61.2536
"FDQ09",7.235,"Low Fat",0,"Snack Foods",115.1834,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1382.2008
"FDQ09",12.857645184136201,"Low Fat",0.057850699,"Snack Foods",113.2834,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4376.9692
"FDQ09",7.235,"Low Fat",0.058121214,"Snack Foods",115.8834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1382.2008
"FDQ09",7.235,"Low Fat",0.058369013,"Snack Foods",115.2834,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1267.0174
"FDQ10",12.857645184136201,"Low Fat",0.033018559,"Snack Foods",170.4422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5000.8238
"FDQ10",12.85,"Low Fat",0.03315162,"Snack Foods",170.6422,"OUT013",1987,"High","Tier 3","Supermarket Type1",2931.5174
"FDQ10",12.85,"Low Fat",0.033230816,"Snack Foods",172.3422,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1207.0954
"FDQ10",12.85,"Low Fat",0.03324652,"Snack Foods",172.4422,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4483.4972
"FDQ10",12.85,"Low Fat",0.033314389,"Snack Foods",171.6422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3276.4018
"FDQ10",12.857645184136201,"Low Fat",0.058092551,"Snack Foods",172.0422,"OUT019",1985,"Small","Tier 1","Grocery Store",517.3266
"FDQ11",5.695,"Regular",0.067688124,"Breads",258.8988,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5396.9748
"FDQ11",5.695,"Regular",0.067700925,"Breads",256.5988,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2055.9904
"FDQ11",5.695,"Regular",0.06797671,"Breads",257.4988,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3083.9856
"FDQ11",12.857645184136201,"Regular",0.118535581,"Breads",256.3988,"OUT019",1985,"Small","Tier 1","Grocery Store",256.9988
"FDQ12",12.857645184136201,"Low Fat",0.03523927,"Baking Goods",231.601,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5972.226
"FDQ12",12.65,"Low Fat",0.035404052,"Baking Goods",230.601,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2067.309
"FDQ12",12.65,"LF",0.035410748,"Baking Goods",231.401,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2067.309
"FDQ13",12.857645184136201,"Low Fat",0.010590075,"Canned",84.6908,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3691.1952
"FDQ13",11.1,"Low Fat",0.010632752,"Canned",82.5908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1510.0344
"FDQ13",11.1,"Low Fat",0.010663189,"Canned",82.3908,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1342.2528
"FDQ14",9.27,"Low Fat",0.061883353,"Dairy",147.905,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1647.855
"FDQ14",9.27,"Low Fat",0.062038986,"Dairy",148.005,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1797.66
"FDQ14",9.27,"Low Fat",0.103419257,"Dairy",148.105,"OUT010",1998,"Small","Tier 3","Grocery Store",149.805
"FDQ15",12.857645184136201,"Regular",0.150341867,"Meat",83.1276,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1868.2348
"FDQ15",20.35,"Regular",0.150947728,"Meat",81.0276,"OUT013",1987,"High","Tier 3","Supermarket Type1",1868.2348
"FDQ15",20.35,"Regular",0.151044881,"Meat",79.2276,"OUT035",2004,"Small","Tier 2","Supermarket Type1",649.8208
"FDQ15",20.35,"Regular",0.151308326,"Meat",81.7276,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2030.69
"FDQ16",19.7,"LF",0.041703666,"Frozen Foods",109.1912,"OUT013",1987,"High","Tier 3","Supermarket Type1",1637.868
"FDQ16",19.7,"Low Fat",0.041730507,"Frozen Foods",109.2912,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2402.2064
"FDQ16",19.7,"Low Fat",0.041974489,"Frozen Foods",108.6912,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2183.824
"FDQ19",12.857645184136201,"Regular",0.014295564,"Fruits and Vegetables",242.6512,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",12117.56
"FDQ19",7.35,"reg",0.024044279,"Fruits and Vegetables",241.0512,"OUT010",1998,"Medium","Tier 3","Grocery Store",242.3512
"FDQ20",12.857645184136201,"low fat",0.029640604,"Fruits and Vegetables",40.8138,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1543.3244
"FDQ20",8.325,"Low Fat",0.029779207,"Fruits and Vegetables",39.3138,"OUT035",2004,"Small","Tier 2","Supermarket Type1",974.7312
"FDQ21",21.25,"Low Fat",0.019423232,"Snack Foods",120.8756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3150.5656
"FDQ21",21.25,"Low Fat",0.01945343,"Snack Foods",120.8756,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1454.1072
"FDQ21",21.25,"Low Fat",0.019462623,"Snack Foods",120.8756,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1575.2828
"FDQ21",21.25,"Low Fat",0.019502354,"Snack Foods",120.8756,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3150.5656
"FDQ21",21.25,"Low Fat",0.019533098,"Snack Foods",120.4756,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1938.8096
"FDQ22",12.857645184136201,"Low Fat",0.029595637,"Snack Foods",40.9822,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",864.2084
"FDQ22",16.75,"Low Fat",0.029785889,"Snack Foods",38.9822,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",628.5152
"FDQ23",6.55,"Low Fat",0.024505418,"Breads",102.9332,"OUT013",1987,"High","Tier 3","Supermarket Type1",1845.5976
"FDQ23",12.857645184136201,"Low Fat",0.042941559,"Breads",102.9332,"OUT019",1985,"Small","Tier 1","Grocery Store",102.5332
"FDQ24",15.7,"Low Fat",0.073605395,"Baking Goods",249.6724,"OUT013",1987,"High","Tier 3","Supermarket Type1",6543.4824
"FDQ24",15.7,"Low Fat",0.073816097,"Baking Goods",253.4724,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2013.3792
"FDQ24",15.7,"Low Fat",0.073966786,"Baking Goods",250.5724,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4026.7584
"FDQ24",15.7,"Low Fat",0.074083388,"Baking Goods",253.3724,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6795.1548
"FDQ24",12.857645184136201,"Low Fat",0.12898088,"Baking Goods",250.4724,"OUT019",1985,"Small","Tier 1","Grocery Store",251.6724
"FDQ25",12.857645184136201,"Regular",0.028139761,"Canned",173.7422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3621.2862
"FDQ25",8.63,"Regular",0.028271345,"Canned",170.5422,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2069.3064
"FDQ25",8.63,"Regular",0.028391879,"Canned",173.9422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.6128
"FDQ26",13.5,"Regular",0,"Dairy",57.8562,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",711.0744
"FDQ26",12.857645184136201,"Regular",0.067543727,"Dairy",57.2562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2073.967
"FDQ26",13.5,"Regular",0.068010049,"Dairy",57.2562,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",770.3306
"FDQ26",13.5,"Regular",0.068148886,"Dairy",58.6562,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",711.0744
"FDQ26",13.5,"Regular",0.068256316,"Dairy",60.9562,"OUT017",2007,"Small","Tier 2","Supermarket Type1",533.3058
"FDQ27",5.19,"Regular",0.044321422,"Meat",103.899,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2889.572
"FDQ28",12.857645184136201,"Regular",0.060134441,"Frozen Foods",153.0656,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6024.1584
"FDQ28",14,"Regular",0.060376776,"Frozen Foods",154.5656,"OUT013",1987,"High","Tier 3","Supermarket Type1",2471.4496
"FDQ28",14,"Regular",0.060427062,"Frozen Foods",153.5656,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3089.312
"FDQ31",12.857645184136201,"Regular",0.053586458,"Fruits and Vegetables",89.7856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",966.7416
"FDQ31",5.785,"Regular",0.053802405,"Fruits and Vegetables",85.9856,"OUT013",1987,"High","Tier 3","Supermarket Type1",1494.0552
"FDQ31",5.785,"Regular",0.053930934,"Fruits and Vegetables",87.3856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",878.856
"FDQ32",12.857645184136201,"Regular",0.046382793,"Fruits and Vegetables",122.8388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2972.1312
"FDQ32",17.85,"Regular",0.046599684,"Fruits and Vegetables",125.1388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1981.4208
"FDQ32",17.85,"Regular",0.046608497,"Fruits and Vegetables",122.9388,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3095.97
"FDQ32",17.85,"Regular",0.046680961,"Fruits and Vegetables",121.9388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3962.8416
"FDQ32",17.85,"Regular",0.04679836,"Fruits and Vegetables",123.8388,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",866.8716
"FDQ32",12.857645184136201,"Regular",0.081605462,"Fruits and Vegetables",122.3388,"OUT019",1985,"Small","Tier 1","Grocery Store",371.5164
"FDQ33",13.35,"Low Fat",0.091348964,"Snack Foods",150.3708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4363.6532
"FDQ33",13.35,"Low Fat",0.091723066,"Snack Foods",148.8708,"OUT017",2007,"High","Tier 2","Supermarket Type1",3761.77
"FDQ34",10.85,"Low Fat",0.162107603,"Snack Foods",106.3622,"OUT013",1987,"High","Tier 3","Supermarket Type1",2117.244
"FDQ34",10.85,"Low Fat",0.162242617,"Snack Foods",107.8622,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1058.622
"FDQ34",10.85,"Low Fat",0.162571649,"Snack Foods",107.4622,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",529.311
"FDQ34",12.857645184136201,"LF",0.284065879,"Snack Foods",105.5622,"OUT019",1985,"Small","Tier 1","Grocery Store",211.7244
"FDQ36",12.857645184136201,"Regular",0,"Baking Goods",38.1848,"OUT019",1985,"Small","Tier 1","Grocery Store",37.2848
"FDQ36",7.855,"Regular",0.161516894,"Baking Goods",37.0848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",447.4176
