"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"FDQ26",13.5,"Regular",0.067872402,"Dairy",57.8562,"OUT046",1997,"Small","Tier 1","Supermarket Type1",355.5372
"FDQ27",5.19,"Regular",0.044252621,"Meat",102.599,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1651.184
"FDQ27",5.19,"Regular",0.044432887,"Meat",102.899,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1651.184
"FDQ27",,"Regular",0.077480627,"Meat",101.399,"OUT019",1985,"Small","Tier 1","Grocery Store",206.398
"FDQ28",14,"Regular",0.060768862,"Frozen Foods",154.8656,"OUT017",2007,,"Tier 2","Supermarket Type1",1390.1904
"FDQ31",5.785,"Regular",0,"Fruits and Vegetables",87.1856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1406.1696
"FDQ31",5.785,"Regular",0.054066567,"Fruits and Vegetables",87.0856,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1406.1696
"FDQ31",5.785,"Regular",0.0901292,"Fruits and Vegetables",89.8856,"OUT010",1998,,"Tier 3","Grocery Store",175.7712
"FDQ33",,"Low Fat",0,"Snack Foods",151.6708,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4815.0656
"FDQ33",13.35,"Low Fat",0.091189915,"Snack Foods",149.3708,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4514.124
"FDQ34",10.85,"Low Fat",0.162211939,"Snack Foods",107.0622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",741.0354
"FDQ34",10.85,"Low Fat",0.162903525,"Snack Foods",104.9622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1482.0708
"FDQ34",10.85,"Low Fat",0.163160327,"Snack Foods",107.4622,"OUT017",2007,,"Tier 2","Supermarket Type1",1693.7952
"FDQ36",7.855,"Regular",0,"Baking Goods",38.3848,"OUT046",1997,"Small","Tier 1","Supermarket Type1",932.12
"FDQ36",7.855,"Regular",0.161798604,"Baking Goods",37.2848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",745.696
"FDQ36",7.855,"Regular",0.162205516,"Baking Goods",36.2848,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1155.8288
"FDQ39",14.8,"Low Fat",0,"Meat",189.3846,"OUT013",1987,"High","Tier 3","Supermarket Type1",4777.115
"FDQ39",,"Low Fat",0.080649685,"Meat",189.9846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6114.7072
"FDQ39",14.8,"Low Fat",0.081026811,"Meat",190.0846,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4586.0304
"FDQ39",14.8,"Low Fat",0.081168135,"Meat",190.5846,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3630.6074
"FDQ39",14.8,"Low Fat",0.081372267,"Meat",191.4846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3057.3536
"FDQ40",11.1,"Regular",0.035997543,"Frozen Foods",176.9712,"OUT013",1987,"High","Tier 3","Supermarket Type1",3691.1952
"FDQ44",20.5,"Low Fat",0.036133463,"Fruits and Vegetables",120.1756,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3392.9168
"FDQ44",20.5,"Low Fat",0.036344721,"Fruits and Vegetables",122.3756,"OUT017",2007,,"Tier 2","Supermarket Type1",2544.6876
"FDQ45",9.5,"Regular",0,"Snack Foods",182.3608,"OUT010",1998,,"Tier 3","Grocery Store",1102.5648
"FDQ45",,"Regular",0.010864186,"Snack Foods",185.3608,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5329.0632
"FDQ45",9.5,"Regular",0.010907967,"Snack Foods",182.3608,"OUT013",1987,"High","Tier 3","Supermarket Type1",2940.1728
"FDQ45",9.5,"Regular",0.010914988,"Snack Foods",183.8608,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2572.6512
"FDQ46",7.51,"Low Fat",0.103726639,"Snack Foods",110.6544,"OUT013",1987,"High","Tier 3","Supermarket Type1",1901.5248
"FDQ46",7.51,"Low Fat",0.104023565,"Snack Foods",112.4544,"OUT045",2002,,"Tier 2","Supermarket Type1",2013.3792
"FDQ47",7.155,"Regular",0.168871496,"Breads",34.3874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",670.4606
"FDQ48",14.3,"Regular",0.034551415,"Baking Goods",98.1726,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",685.1082
"FDQ49",20.2,"Regular",0.039215075,"Breakfast",157.663,"OUT013",1987,"High","Tier 3","Supermarket Type1",2190.482
"FDQ49",20.2,"Regular",0.039469737,"Breakfast",155.163,"OUT017",2007,,"Tier 2","Supermarket Type1",782.315
"FDQ52",17,"Low Fat",0.119570595,"Frozen Foods",249.7434,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4221.8378
"FDQ52",17,"Low Fat",0.120060274,"Frozen Foods",246.5434,"OUT017",2007,,"Tier 2","Supermarket Type1",4470.1812
"FDQ56",,"Low Fat",0.105085956,"Fruits and Vegetables",82.3908,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3691.1952
"FDQ56",6.59,"Low Fat",0.105577348,"Fruits and Vegetables",85.6908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1929.4884
"FDQ58",7.315,"Low Fat",0,"Snack Foods",153.734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2756.412
"FDQ58",7.315,"Low Fat",0.015364173,"Snack Foods",154.334,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4287.752
"FDQ59",9.8,"Regular",0.056375879,"Breads",84.6908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1006.6896
"FDR01",,"Regular",0.05336162,"Canned",200.1742,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6171.3002
"FDR01",5.405,"Regular",0.053576661,"Canned",200.5742,"OUT013",1987,"High","Tier 3","Supermarket Type1",2388.8904
"FDR01",5.405,"Regular",0.053730029,"Canned",199.0742,"OUT045",2002,,"Tier 2","Supermarket Type1",4777.7808
"FDR01",5.405,"Regular",0.053839714,"Canned",198.6742,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2388.8904
"FDR02",16.7,"Low Fat",0.022065676,"Dairy",110.5886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1556.6404
"FDR02",16.7,"Low Fat",0.022099982,"Dairy",110.1886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1334.2632
"FDR02",16.7,"LF",0.022155562,"Dairy",109.5886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1000.6974
"FDR02",16.7,"LF",0.022190488,"Dairy",113.1886,"OUT017",2007,,"Tier 2","Supermarket Type1",3335.658
"FDR03",15.7,"Regular",0.008734284,"Meat",207.898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3095.97
"FDR04",7.075,"Low Fat",0,"Frozen Foods",98.0068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",874.8612
"FDR04",,"Low Fat",0.022457694,"Frozen Foods",98.6068,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2430.17
"FDR04",7.075,"Low Fat",0.022612742,"Frozen Foods",97.0068,"OUT045",2002,,"Tier 2","Supermarket Type1",1944.136
"FDR07",21.35,"Low Fat",0.078060605,"Fruits and Vegetables",96.0094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",380.8376
"FDR07",,"Low Fat",0.136119549,"Fruits and Vegetables",94.1094,"OUT019",1985,"Small","Tier 1","Grocery Store",190.4188
"FDR08",18.7,"Low Fat",0.03761584,"Fruits and Vegetables",109.1886,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1890.2062
"FDR08",18.7,"Low Fat",0.037681448,"Fruits and Vegetables",111.0886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",222.3772
"FDR09",18.25,"Low Fat",0.077659918,"Snack Foods",260.2962,"OUT013",1987,"High","Tier 3","Supermarket Type1",1035.9848
"FDR09",18.25,"Low Fat",0.078041216,"Snack Foods",258.4962,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2848.9582
"FDR10",17.6,"Low Fat",0.010031539,"Snack Foods",161.5552,"OUT013",1987,"High","Tier 3","Supermarket Type1",1787.0072
"FDR10",17.6,"Low Fat",0.016804724,"Snack Foods",163.4552,"OUT010",1998,,"Tier 3","Grocery Store",649.8208
"FDR11",10.5,"Regular",0.142511272,"Breads",158.7578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2246.4092
"FDR11",10.5,"Regular",0.142827296,"Breads",159.4578,"OUT045",2002,,"Tier 2","Supermarket Type1",3048.6982
"FDR12",12.6,"Regular",0.031713126,"Baking Goods",172.5764,"OUT017",2007,,"Tier 2","Supermarket Type1",1030.6584
"FDR13",9.895,"Regular",0.028765486,"Canned",115.3492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1274.3412
"FDR14",11.65,"Low Fat",0.175033524,"Dairy",55.5298,"OUT017",2007,,"Tier 2","Supermarket Type1",647.1576
"FDR15",9.3,"Regular",0.033431669,"Meat",153.1314,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4653.942
"FDR15",9.3,"Regular",0.033437991,"Meat",153.2314,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2326.971
"FDR15",9.3,"Regular",0.033505804,"Meat",153.4314,"OUT045",2002,,"Tier 2","Supermarket Type1",2482.1024
"FDR16",5.845,"Regular",0.105181277,"Frozen Foods",214.4218,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5343.045
"FDR16",5.845,"Regular",0.105445801,"Frozen Foods",214.4218,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1496.0526
"FDR19",13.5,"Regular",0.159587755,"Fruits and Vegetables",145.3102,"OUT013",1987,"High","Tier 3","Supermarket Type1",729.051
"FDR20",20,"Regular",0,"Fruits and Vegetables",46.4744,"OUT010",1998,,"Tier 3","Grocery Store",45.2744
"FDR21",,"Low Fat",0.066611321,"Snack Foods",178.237,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3705.177
"FDR21",19.7,"LF",0.066879757,"Snack Foods",174.437,"OUT013",1987,"High","Tier 3","Supermarket Type1",1587.933
"FDR21",19.7,"Low Fat",0.066935459,"Snack Foods",177.537,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3175.866
"FDR21",19.7,"Low Fat",0.067314073,"Snack Foods",175.137,"OUT017",2007,,"Tier 2","Supermarket Type1",2822.992
"FDR22",,"Regular",0.018472714,"Snack Foods",109.9544,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5257.1568
"FDR22",19.35,"Regular",0.018600249,"Snack Foods",110.2544,"OUT045",2002,,"Tier 2","Supermarket Type1",2908.2144
"FDR23",15.85,"Low Fat",0.081914677,"Breads",177.637,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3352.303
"FDR25",17,"Regular",0.139804885,"Canned",265.7884,"OUT045",2002,,"Tier 2","Supermarket Type1",3974.826
"FDR27",15.1,"Regular",0.096020459,"Meat",133.7942,"OUT013",1987,"High","Tier 3","Supermarket Type1",2384.8956
"FDR27",15.1,"Regular",0.096295326,"Meat",133.4942,"OUT045",2002,,"Tier 2","Supermarket Type1",1457.4362
"FDR27",15.1,"Regular",0.160852421,"Meat",131.3942,"OUT010",1998,,"Tier 3","Grocery Store",397.4826
"FDR31",,"Regular",0.048924811,"Fruits and Vegetables",147.4102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3207.8244
"FDR31",6.46,"Regular",0.049121972,"Fruits and Vegetables",144.6102,"OUT013",1987,"High","Tier 3","Supermarket Type1",2916.204
"FDR31",,"Regular",0.086077865,"Fruits and Vegetables",143.8102,"OUT019",1985,"Small","Tier 1","Grocery Store",291.6204
"FDR32",,"Regular",0.085392428,"Fruits and Vegetables",226.7694,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6165.9738
"FDR32",6.78,"Regular",0.085981978,"Fruits and Vegetables",228.4694,"OUT045",2002,,"Tier 2","Supermarket Type1",5480.8656
"FDR32",,"Regular",0.150238656,"Fruits and Vegetables",229.3694,"OUT019",1985,"Small","Tier 1","Grocery Store",228.3694
"FDR33",7.31,"Low Fat",0.026843265,"Snack Foods",109.757,"OUT045",2002,,"Tier 2","Supermarket Type1",1208.427
"FDR34",17,"Regular",0.015965308,"Snack Foods",229.4352,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4809.7392
"FDR34",17,"Regular",0.015997687,"Snack Foods",229.1352,"OUT045",2002,,"Tier 2","Supermarket Type1",4580.704
"FDR35",12.5,"Low Fat",0.020693809,"Breads",199.1742,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4379.6324
"FDR35",12.5,"Low Fat",0.020739698,"Breads",198.9742,"OUT045",2002,,"Tier 2","Supermarket Type1",995.371
"FDR36",6.715,"Regular",0.121832956,"Baking Goods",43.5454,"OUT045",2002,,"Tier 2","Supermarket Type1",838.908
"FDR36",6.715,"Regular",0.203510667,"Baking Goods",41.0454,"OUT010",1998,,"Tier 3","Grocery Store",251.6724
"FDR37",16.5,"Regular",0.066352552,"Breakfast",181.2292,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4195.8716
"FDR37",16.5,"Regular",0.110888167,"Breakfast",181.6292,"OUT010",1998,,"Tier 3","Grocery Store",1094.5752
"FDR40",9.1,"Regular",0.008046878,"Frozen Foods",78.7618,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",402.809
"FDR43",18.2,"Low Fat",0.161355122,"Fruits and Vegetables",38.319,"OUT013",1987,"High","Tier 3","Supermarket Type1",585.904
"FDR43",18.2,"Low Fat",0.161489509,"Fruits and Vegetables",37.619,"OUT046",1997,"Small","Tier 1","Supermarket Type1",366.19
"FDR44",,"Regular",0.102422487,"Fruits and Vegetables",131.4968,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1565.9616
"FDR44",6.11,"Regular",0.103340142,"Fruits and Vegetables",131.2968,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",913.4776
"FDR44",6.11,"Regular",0.103503049,"Fruits and Vegetables",129.6968,"OUT017",2007,,"Tier 2","Supermarket Type1",1174.4712
"FDR45",10.8,"Low Fat",0.029001987,"Snack Foods",238.6222,"OUT045",2002,,"Tier 2","Supermarket Type1",8604.7992
"FDR46",,"Low Fat",0.138742518,"Snack Foods",147.476,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3368.948
"FDR47",,"Low Fat",0.087045086,"Breads",196.7794,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6242.5408
"FDR48",11.65,"LF",0,"Baking Goods",152.6024,"OUT035",2004,"Small","Tier 2","Supermarket Type1",303.6048
"FDR48",11.65,"Low Fat",0,"Baking Goods",149.8024,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1821.6288
"FDR48",11.65,"Low Fat",0.131394793,"Baking Goods",151.9024,"OUT013",1987,"High","Tier 3","Supermarket Type1",1669.8264
"FDR48",11.65,"LF",0.131708682,"Baking Goods",152.3024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1518.024
"FDR48",11.65,"Low Fat",0.131770922,"Baking Goods",151.1024,"OUT045",2002,,"Tier 2","Supermarket Type1",1518.024
"FDR48",11.65,"Low Fat",0.132248069,"Baking Goods",150.5024,"OUT017",2007,,"Tier 2","Supermarket Type1",3187.8504
"FDR51",,"Regular",0.172629683,"Meat",148.4708,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3761.77
"FDR51",9.035,"Regular",0.174450933,"Meat",151.0708,"OUT017",2007,,"Tier 2","Supermarket Type1",2708.4744
"FDR52",,"Regular",0.075676339,"Frozen Foods",190.4846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8789.8916
"FDR52",12.65,"Regular",0.075981306,"Frozen Foods",192.3846,"OUT013",1987,"High","Tier 3","Supermarket Type1",1910.846
"FDR52",12.65,"Regular",0.076354362,"Frozen Foods",192.1846,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1146.5076
"FDR52",12.65,"Regular",0.076474728,"Frozen Foods",191.8846,"OUT017",2007,,"Tier 2","Supermarket Type1",1146.5076
"FDR55",,"Regular",0.131443921,"Fruits and Vegetables",189.1872,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5294.4416
"FDR55",12.15,"Regular",0.132621594,"Fruits and Vegetables",190.1872,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3781.744
"FDR56",15.5,"Regular",0.101335811,"Fruits and Vegetables",196.5768,"OUT017",2007,,"Tier 2","Supermarket Type1",3350.3056
"FDR58",6.675,"Low Fat",0.041886576,"Snack Foods",92.1462,"OUT013",1987,"High","Tier 3","Supermarket Type1",1203.1006
"FDR58",6.675,"Low Fat",0.041913535,"Snack Foods",90.7462,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1665.8316
"FDR59",14.5,"Regular",0.064224789,"Breads",262.7594,"OUT017",2007,,"Tier 2","Supermarket Type1",7064.8038
"FDR59",14.5,"Regular",0.106894492,"Breads",260.4594,"OUT010",1998,,"Tier 3","Grocery Store",1046.6376
"FDR60",,"Low Fat",0.129783577,"Baking Goods",78.2328,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1004.0264
"FDR60",14.3,"Low Fat",0.13030659,"Baking Goods",75.7328,"OUT013",1987,"High","Tier 3","Supermarket Type1",617.8624
"FDS01",11.6,"Low Fat",0.017817285,"Canned",177.0686,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1422.1488
"FDS01",11.6,"Low Fat",0.017845372,"Canned",179.0686,"OUT017",2007,,"Tier 2","Supermarket Type1",5688.5952
"FDS01",,"Low Fat",0.031069203,"Canned",179.6686,"OUT019",1985,"Small","Tier 1","Grocery Store",177.7686
"FDS02",10.195,"Regular",0.146094132,"Dairy",196.1794,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2926.191
"FDS03",,"Low Fat",0.079243005,"Meat",65.8826,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1614.565
"FDS03",7.825,"Low Fat",0.133281968,"Meat",63.2826,"OUT010",1998,,"Tier 3","Grocery Store",129.1652
"FDS04",10.195,"Regular",0.146540889,"Frozen Foods",141.7838,"OUT013",1987,"High","Tier 3","Supermarket Type1",1685.8056
"FDS04",10.195,"Regular",0.147492524,"Frozen Foods",141.5838,"OUT017",2007,,"Tier 2","Supermarket Type1",1685.8056
"FDS07",12.35,"Low Fat",0.100322104,"Fruits and Vegetables",113.7518,"OUT017",2007,,"Tier 2","Supermarket Type1",2049.3324
"FDS09",8.895,"Regular",0.08125293,"Snack Foods",49.8008,"OUT045",2002,,"Tier 2","Supermarket Type1",1062.6168
"FDS09",,"Regular",0.141975462,"Snack Foods",49.6008,"OUT019",1985,"Small","Tier 1","Grocery Store",50.6008
"FDS10",19.2,"Low Fat",0.035185588,"Snack Foods",181.3318,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1443.4544
"FDS11",,"Regular",0.055289464,"Breads",222.5088,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7158.6816
"FDS11",7.05,"Regular",0.05587277,"Breads",222.1088,"OUT017",2007,,"Tier 2","Supermarket Type1",4026.7584
"FDS12",9.1,"Low Fat",0.173973652,"Baking Goods",126.5362,"OUT013",1987,"High","Tier 3","Supermarket Type1",1761.7068
"FDS12",9.1,"Low Fat",0.174827835,"Baking Goods",127.2362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1635.8706
"FDS12",9.1,"Low Fat",0.291438755,"Baking Goods",126.8362,"OUT010",1998,,"Tier 3","Grocery Store",125.8362
"FDS14",7.285,"Low Fat",0.049922304,"Dairy",156.9288,"OUT013",1987,"High","Tier 3","Supermarket Type1",1571.288
"FDS15",9.195,"Regular",0.078181964,"Meat",106.7596,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4098.6648
"FDS16",15.15,"Regular",0.066121873,"Frozen Foods",145.676,"OUT013",1987,"High","Tier 3","Supermarket Type1",3661.9
"FDS16",15.15,"Regular",0.066311153,"Frozen Foods",145.776,"OUT045",2002,,"Tier 2","Supermarket Type1",3954.852
"FDS19",13.8,"Regular",0.064195136,"Fruits and Vegetables",75.8012,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1138.518
"FDS20",8.85,"Low Fat",0.053976156,"Fruits and Vegetables",181.5292,"OUT045",2002,,"Tier 2","Supermarket Type1",1277.0044
"FDS22",16.85,"Regular",0.023154399,"Snack Foods",43.9428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",351.5424
"FDS23",4.635,"Low Fat",0.14086247,"Breads",126.4994,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1670.4922
"FDS23",4.635,"Low Fat",0.140889111,"Breads",127.0994,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1927.491
"FDS23",4.635,"Low Fat",0.141174838,"Breads",127.0994,"OUT045",2002,,"Tier 2","Supermarket Type1",2826.9868
"FDS24",20.85,"Regular",0.062172698,"Baking Goods",90.2514,"OUT013",1987,"High","Tier 3","Supermarket Type1",619.8598
"FDS24",20.85,"Regular",0.062224479,"Baking Goods",88.1514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1682.4766
"FDS25",,"Regular",0.139330557,"Canned",109.5228,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3426.2068
"FDS25",6.885,"Regular",0.140008554,"Canned",108.7228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2542.0244
"FDS26",,"Low Fat",0.089035961,"Dairy",260.5594,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9158.079
"FDS26",20.35,"Low Fat",0.089975294,"Dairy",261.6594,"OUT017",2007,,"Tier 2","Supermarket Type1",7588.1226
"FDS27",,"Regular",0.0218126,"Meat",194.711,"OUT019",1985,"Small","Tier 1","Grocery Store",196.411
"FDS28",8.18,"Regular",0.082333019,"Frozen Foods",58.1588,"OUT013",1987,"High","Tier 3","Supermarket Type1",343.5528
"FDS28",8.18,"Regular",0.082568705,"Frozen Foods",56.1588,"OUT045",2002,,"Tier 2","Supermarket Type1",458.0704
"FDS28",8.18,"Regular",0.082737261,"Frozen Foods",57.3588,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",343.5528
"FDS28",8.18,"Regular",0.082867689,"Frozen Foods",58.5588,"OUT017",2007,,"Tier 2","Supermarket Type1",171.7764
"FDS31",,"Regular",0,"Fruits and Vegetables",178.5318,"OUT019",1985,"Small","Tier 1","Grocery Store",180.4318
"FDS32",17.75,"Regular",0.029700018,"Fruits and Vegetables",140.3838,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1404.838
"FDS32",17.75,"Regular",0.029821648,"Fruits and Vegetables",139.9838,"OUT017",2007,,"Tier 2","Supermarket Type1",1123.8704
"FDS33",6.67,"Regular",0,"Snack Foods",90.5514,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",974.0654
"FDS33",6.67,"Regular",0.12332588,"Snack Foods",90.2514,"OUT013",1987,"High","Tier 3","Supermarket Type1",974.0654
"FDS33",6.67,"Regular",0.124126756,"Snack Foods",88.9514,"OUT017",2007,,"Tier 2","Supermarket Type1",2125.2336
"FDS35",,"LF",0.110681931,"Breads",63.2826,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1033.3216
"FDS36",8.38,"Regular",0.046848322,"Baking Goods",110.557,"OUT013",1987,"High","Tier 3","Supermarket Type1",3844.995
"FDS36",8.38,"Regular",0.046878474,"Baking Goods",109.857,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2306.997
"FDS36",8.38,"Regular",0.04688734,"Baking Goods",107.957,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2966.139
"FDS36",8.38,"Regular",0.046960237,"Baking Goods",111.857,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2966.139
"FDS37",7.655,"Low Fat",0.032125561,"Canned",115.7492,"OUT017",2007,,"Tier 2","Supermarket Type1",2548.6824
"FDS39",,"Low Fat",0.022351808,"Meat",143.7812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4986.842
"FDS40",15.35,"Low Fat",0.02346559,"Frozen Foods",35.219,"OUT010",1998,,"Tier 3","Grocery Store",36.619
"FDS44",,"Regular",0.15528831,"Fruits and Vegetables",241.7538,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9133.4444
"FDS44",12.65,"Regular",0.15604396,"Fruits and Vegetables",239.6538,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3845.6608
"FDS44",12.65,"Regular",0.156679617,"Fruits and Vegetables",238.8538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4566.7222
"FDS45",5.175,"Regular",0.029555773,"Snack Foods",105.9622,"OUT045",2002,,"Tier 2","Supermarket Type1",1693.7952
"FDS45",5.175,"Regular",0.029662795,"Snack Foods",105.2622,"OUT017",2007,,"Tier 2","Supermarket Type1",2328.9684
"FDS45",,"Regular",0.051643608,"Snack Foods",107.3622,"OUT019",1985,"Small","Tier 1","Grocery Store",317.5866
"FDS46",17.6,"Regular",0.047330801,"Snack Foods",120.8782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2621.9204
"FDS46",17.6,"Regular",0.047449835,"Snack Foods",118.1782,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2621.9204
"FDS46",17.6,"Regular",0.047524635,"Snack Foods",118.2782,"OUT017",2007,,"Tier 2","Supermarket Type1",715.0692
"FDS46",,"Regular",0.082741482,"Snack Foods",118.7782,"OUT019",1985,"Small","Tier 1","Grocery Store",119.1782
"FDS47",,"LF",0,"Breads",87.6856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1845.5976
"FDS47",16.75,"Low Fat",0.128861359,"Breads",86.2856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1406.1696
"FDS47",16.75,"Low Fat",0.12888573,"Breads",87.6856,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1494.0552
"FDS48",15.15,"Low Fat",0.027779254,"Baking Goods",150.1708,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1504.708
"FDS49",9,"Low Fat",0.079668739,"Canned",79.6644,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1571.288
"FDS49",9,"Low Fat",0.079794329,"Canned",80.1644,"OUT017",2007,,"Tier 2","Supermarket Type1",1178.466
"FDS52",8.89,"Low Fat",0.00547348,"Frozen Foods",100.5016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1315.6208
"FDS52",8.89,"low fat",0.005474515,"Frozen Foods",99.7016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1922.8304
"FDS52",8.89,"Low Fat",0.005485618,"Frozen Foods",99.3016,"OUT045",2002,,"Tier 2","Supermarket Type1",607.2096
"FDS52",8.89,"low fat",0.005505481,"Frozen Foods",102.4016,"OUT017",2007,,"Tier 2","Supermarket Type1",2732.4432
"FDS55",7.02,"Low Fat",0.081623275,"Fruits and Vegetables",148.0734,"OUT017",2007,,"Tier 2","Supermarket Type1",1930.1542
"FDS55",,"Low Fat",0.142107998,"Fruits and Vegetables",150.3734,"OUT019",1985,"Small","Tier 1","Grocery Store",296.9468
"FDS56",5.785,"Regular",0.038976089,"Fruits and Vegetables",264.2252,"OUT017",2007,,"Tier 2","Supermarket Type1",3934.878
"FDS57",15.5,"Low Fat",0,"Snack Foods",141.547,"OUT017",2007,,"Tier 2","Supermarket Type1",3006.087
"FDS57",15.5,"LF",0.103422709,"Snack Foods",144.847,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1717.764
"FDS58",9.285,"Regular",0,"Snack Foods",161.5578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4653.2762
"FDS58",9.285,"Regular",0.021039273,"Snack Foods",160.0578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2567.3248
